,answer_name,answer_agreement,answer_price,answer_satisfaction,city,model_landlord,model_renter,renter_name,experiment_id,interview_partner,correct_character
305,Haoyu Wang,Yes,1.000,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c2e4bfa9-6850-43ba-a5cf-7fc5f5de080e,renter,1.0
306,Peter Schmidt,Yes,900,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d060002e-3bac-402e-8cef-35133b8ba627,landlord,1.0
307,Haoyu Wang,Yes,900,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d060002e-3bac-402e-8cef-35133b8ba627,renter,1.0
308,Peter Schmidt,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d2ef311c-0173-48cb-b140-ab2c74815b40,landlord,1.0
309,Haoyu Wang,Yes,750,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d2ef311c-0173-48cb-b140-ab2c74815b40,renter,1.0
310,Peter Schmidt,Yes,750,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,e01c3172-7042-43fd-99d8-349ddbc3a175,landlord,1.0
311,Haoyu Wang,Yes,750,10.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,e01c3172-7042-43fd-99d8-349ddbc3a175,renter,1.0
312,Peter Schmidt,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,e6c81fc9-9051-4714-bbbd-7cde236355cc,landlord,1.0
313,Haoyu Wang,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,e6c81fc9-9051-4714-bbbd-7cde236355cc,renter,1.0
314,Peter Schmidt,Yes,775,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,eba67229-7bd2-45f3-a66d-2de466a3f020,landlord,1.0
315,Haoyu Wang,Yes,775,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,eba67229-7bd2-45f3-a66d-2de466a3f020,renter,1.0
316,Peter Schmidt,Yes,1.360,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,edb172b7-2346-4eb2-94c1-4757bee3933b,landlord,1.0
317,Haoyu Wang,Yes,1.360,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,edb172b7-2346-4eb2-94c1-4757bee3933b,renter,1.0
318,Peter Schmidt,Yes,975,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f08ee521-7b46-489f-b547-f01ff698ae48,landlord,1.0
319,Haoyu Wang,Yes,975,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f08ee521-7b46-489f-b547-f01ff698ae48,renter,1.0
320,Peter Schmidt,Yes,975,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f4457328-4b9c-4fdc-9e10-ab8c2988630a,landlord,1.0
321,Haoyu Wang,Yes,975,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f4457328-4b9c-4fdc-9e10-ab8c2988630a,renter,1.0
322,Peter Schmidt,Yes,660,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ffa09cc6-e948-4ea3-b913-0c924ee034ff,landlord,1.0
323,Haoyu Wang,Yes,660,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ffa09cc6-e948-4ea3-b913-0c924ee034ff,renter,1.0
324,Peter Schmidt,Yes,775,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,04d0a5f8-782a-4ffb-a773-5486e53b8ead,landlord,1.0
325,Haoyu Wang,Yes,775,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,04d0a5f8-782a-4ffb-a773-5486e53b8ead,renter,1.0
326,Peter Schmidt,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,09ee12b6-0380-451f-befd-817d19f50dc2,landlord,1.0
327,Haoyu Wang,Yes,850,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,09ee12b6-0380-451f-befd-817d19f50dc2,renter,1.0
328,Peter Schmidt,Yes,575,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,0de44263-7b82-4fb8-b52c-ac409ee4f745,landlord,1.0
329,Haoyu Wang,Yes,575,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,0de44263-7b82-4fb8-b52c-ac409ee4f745,renter,1.0
330,Peter Schmidt,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,149d1f36-4081-4b1a-aac2-8648a99cd5b6,landlord,1.0
331,Haoyu Wang,No,850,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,149d1f36-4081-4b1a-aac2-8648a99cd5b6,renter,1.0
332,Peter Schmidt,No,750,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,158137d7-7ea5-4d6d-b8e3-d701eef9bea1,landlord,1.0
333,Haoyu Wang,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,158137d7-7ea5-4d6d-b8e3-d701eef9bea1,renter,1.0
334,Peter Schmidt,No,Null,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,1c7e6600-1fb4-4a66-a96f-6c2768b6c5b1,landlord,1.0
335,Haoyu Wang,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,1c7e6600-1fb4-4a66-a96f-6c2768b6c5b1,renter,1.0
336,Peter Schmidt,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,242e5f95-a9ac-4ba9-8a70-c382c02d40d2,landlord,1.0
337,Haoyu Wang,Yes,8,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,242e5f95-a9ac-4ba9-8a70-c382c02d40d2,renter,1.0
338,Peter Schmidt,Yes,685,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2e31d02c-231d-47b1-b139-a87a97bbf8c0,landlord,1.0
339,Haoyu Wang,No,Null,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2e31d02c-231d-47b1-b139-a87a97bbf8c0,renter,1.0
340,Peter Schmidt,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,40fe3f1e-fb26-4544-bcea-6669d02d0f65,landlord,1.0
341,Haoyu Wang,No,Null,1.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,40fe3f1e-fb26-4544-bcea-6669d02d0f65,renter,1.0
342,Peter Schmidt,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,52321fbb-c887-4ec3-8eda-3d2d49d6e156,landlord,1.0
343,Haoyu Wang,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,52321fbb-c887-4ec3-8eda-3d2d49d6e156,renter,1.0
344,Peter Schmidt,Yes,862,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,5e655e53-7404-4ce1-8e9b-a912621ca37c,landlord,1.0
345,Haoyu Wang,Yes,862,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,5e655e53-7404-4ce1-8e9b-a912621ca37c,renter,1.0
346,Peter Schmidt,Yes,950,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,61099734-21c5-40e5-8393-05e9eb603ce5,landlord,1.0
347,Haoyu Wang,Yes,950,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,61099734-21c5-40e5-8393-05e9eb603ce5,renter,1.0
348,Peter Schmidt,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,694e83f0-6537-40e9-a1b2-4b7f02c9ef43,landlord,1.0
349,Haoyu Wang,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,694e83f0-6537-40e9-a1b2-4b7f02c9ef43,renter,1.0
350,Peter Schmidt,No,Null,5.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,6dafc0e9-b2c5-4946-82c2-f18788e93212,landlord,1.0
351,Haoyu Wang,Yes,825,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,6dafc0e9-b2c5-4946-82c2-f18788e93212,renter,1.0
352,Peter Schmidt,Yes,760,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,8161784a-32a4-4523-ad48-0255f80fc95d,landlord,1.0
353,Haoyu Wang,Yes,760,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,8161784a-32a4-4523-ad48-0255f80fc95d,renter,1.0
354,Peter Schmidt,Yes,625,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,829c3f31-22d3-4af1-8646-ac371e5566ac,landlord,1.0
355,Haoyu Wang,Yes,625,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,829c3f31-22d3-4af1-8646-ac371e5566ac,renter,1.0
356,Peter Schmidt,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,853f8e42-e9b6-429d-bc6a-c5d040c4f03c,landlord,1.0
357,Haoyu Wang,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,853f8e42-e9b6-429d-bc6a-c5d040c4f03c,renter,1.0
358,Peter Schmidt,Yes,675,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,951358df-2dc2-4d21-8329-c7381fc4ea30,landlord,1.0
359,Haoyu Wang,Yes,675,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,951358df-2dc2-4d21-8329-c7381fc4ea30,renter,1.0
360,Peter Schmidt,No,Null,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,9e4af36c-de43-42d4-aa60-1457d8bed94c,landlord,1.0
361,Haoyu Wang,Yes,850,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,9e4af36c-de43-42d4-aa60-1457d8bed94c,renter,1.0
362,Peter Schmidt,Yes,705,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,a8292366-1f82-4ece-9ef3-f1a808f79677,landlord,1.0
363,Haoyu Wang,Yes,705,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,a8292366-1f82-4ece-9ef3-f1a808f79677,renter,1.0
364,Peter Schmidt,Yes,550,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c3e6b16f-446b-4aaa-893d-a0bc2c28f1ea,landlord,1.0
365,Haoyu Wang,Yes,550,10.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c3e6b16f-446b-4aaa-893d-a0bc2c28f1ea,renter,1.0
366,Peter Schmidt,Yes,875,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c7113c59-e87d-4895-a811-780bc2cbfb8a,landlord,1.0
367,Haoyu Wang,Yes,875,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c7113c59-e87d-4895-a811-780bc2cbfb8a,renter,1.0
368,Peter Schmidt,Yes,850,8.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,da071cbe-b057-4178-9a76-3eddbb1e52bd,landlord,1.0
369,Haoyu Wang,Yes,850,7.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,da071cbe-b057-4178-9a76-3eddbb1e52bd,renter,1.0
370,Peter Schmidt,Yes,900,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fa2a8c6c-62be-4ba4-8e26-ed00301e36d3,landlord,1.0
371,Haoyu Wang,Yes,900,9.0,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fa2a8c6c-62be-4ba4-8e26-ed00301e36d3,renter,1.0
372,Peter Schmidt,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fb59b1a5-03e2-44ef-bbc7-7219486495fb,landlord,1.0
373,Haoyu Wang,Yes,700,Null,Magdeburg,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fb59b1a5-03e2-44ef-bbc7-7219486495fb,renter,1.0
374,Peter Schmidt,No,Null,1.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,022f5120-8776-465c-89f3-ea692f2a78da,landlord,1.0
375,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,022f5120-8776-465c-89f3-ea692f2a78da,renter,1.0
376,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2414571f-4df3-4abd-a49f-fd93596301bf,landlord,1.0
377,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2414571f-4df3-4abd-a49f-fd93596301bf,renter,1.0
378,Peter Schmidt,No,650,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,24263d20-ab8d-4761-80f3-409e89aec1eb,landlord,1.0
379,Haoyu Wang,Yes,680,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,24263d20-ab8d-4761-80f3-409e89aec1eb,renter,1.0
380,Peter Schmidt,Yes,875,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,26c3af3f-9c61-466a-a52b-e3ec6e0ce891,landlord,1.0
381,Haoyu Wang,Yes,875,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,26c3af3f-9c61-466a-a52b-e3ec6e0ce891,renter,1.0
382,Peter Schmidt,Yes,750,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,29291ba9-225d-450b-8188-f78df27c9147,landlord,1.0
383,Haoyu Wang,Yes,750,9.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,29291ba9-225d-450b-8188-f78df27c9147,renter,1.0
384,Peter Schmidt,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2eeaf15d-40a1-4d17-9792-4a5c042d8084,landlord,1.0
385,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2eeaf15d-40a1-4d17-9792-4a5c042d8084,renter,1.0
386,Peter Schmidt,Yes,1.400,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2ef4e07c-697b-4e69-8e0a-b340ccd5dcad,landlord,1.0
387,Haoyu Wang,Yes,1.400,10.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,2ef4e07c-697b-4e69-8e0a-b340ccd5dcad,renter,1.0
388,Peter Schmidt,No,10,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,4a4abb8b-4ff2-406b-a2cf-e57705ba3b01,landlord,1.0
389,Haoyu Wang,Yes,2.000,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,4a4abb8b-4ff2-406b-a2cf-e57705ba3b01,renter,1.0
390,Peter Schmidt,Yes,1.350,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,58faf3bc-45ee-4250-94df-8973fcea4ee6,landlord,1.0
391,Haoyu Wang,Yes,1.350,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,58faf3bc-45ee-4250-94df-8973fcea4ee6,renter,1.0
392,Peter Schmidt,Yes,1.050,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,6719a725-024b-49e0-9178-1a25fa90def4,landlord,1.0
393,Haoyu Wang,Yes,1.050,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,6719a725-024b-49e0-9178-1a25fa90def4,renter,1.0
394,Peter Schmidt,Yes,1.850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,7742d02d-b8b2-4f92-8012-f9fd07cc1d50,landlord,1.0
395,Haoyu Wang,No,1.850,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,7742d02d-b8b2-4f92-8012-f9fd07cc1d50,renter,1.0
396,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,77890545-866d-4aa4-b444-b360bc4f038b,landlord,1.0
397,Haoyu Wang,No,Null,1.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,77890545-866d-4aa4-b444-b360bc4f038b,renter,1.0
398,Peter Schmidt,No,950,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,77d52911-a61b-45f5-9484-4b7849dad850,landlord,1.0
399,Haoyu Wang,No,950,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,77d52911-a61b-45f5-9484-4b7849dad850,renter,1.0
400,Peter Schmidt,Yes,725,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,aa9efb8f-df73-42fe-a213-0e0bff65857b,landlord,1.0
401,Haoyu Wang,Yes,725,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,aa9efb8f-df73-42fe-a213-0e0bff65857b,renter,1.0
402,Peter Schmidt,Yes,1.350,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ac4b3afc-d0d6-4229-9227-4cafd169570c,landlord,1.0
403,Haoyu Wang,Yes,1.350,8.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ac4b3afc-d0d6-4229-9227-4cafd169570c,renter,1.0
404,Peter Schmidt,No,1600,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,bd130ceb-4f59-40fa-b14f-4f2f2cd5fceb,landlord,1.0
405,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,bd130ceb-4f59-40fa-b14f-4f2f2cd5fceb,renter,1.0
406,Peter Schmidt,No,975,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,bfb161b1-79ea-452a-b784-180c689e79d3,landlord,1.0
407,Haoyu Wang,No,1000,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,bfb161b1-79ea-452a-b784-180c689e79d3,renter,1.0
408,Peter Schmidt,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c88a284b-a785-4ef0-b01e-07c418cea67e,landlord,1.0
409,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,c88a284b-a785-4ef0-b01e-07c418cea67e,renter,1.0
410,Peter Schmidt,Yes,1100,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d09d5369-6c01-49d1-9a02-09ddba47d5df,landlord,1.0
411,Haoyu Wang,Yes,1100,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d09d5369-6c01-49d1-9a02-09ddba47d5df,renter,1.0
412,Peter Schmidt,Yes,1600,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d0c4e55d-a0bf-4542-b4bb-1ef6a7999f41,landlord,1.0
413,Haoyu Wang,Yes,1600,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d0c4e55d-a0bf-4542-b4bb-1ef6a7999f41,renter,1.0
414,Peter Schmidt,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d70eea9a-2301-4d3b-9c1f-19cfc4d5ee03,landlord,1.0
415,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,d70eea9a-2301-4d3b-9c1f-19cfc4d5ee03,renter,1.0
416,Peter Schmidt,No,Null,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ed5db079-3ad6-49a9-9689-2eef123fb0e2,landlord,1.0
417,Haoyu Wang,No,1400,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,ed5db079-3ad6-49a9-9689-2eef123fb0e2,renter,1.0
418,Peter Schmidt,Yes,1.950,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f0889e2c-fbe3-4288-a2b1-800d363cc03d,landlord,1.0
419,Haoyu Wang,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,f0889e2c-fbe3-4288-a2b1-800d363cc03d,renter,1.0
420,Peter Schmidt,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fd428d9a-1ee7-42f3-af52-85153fbaffc7,landlord,1.0
421,Haoyu Wang,Yes,850,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fd428d9a-1ee7-42f3-af52-85153fbaffc7,renter,1.0
422,Peter Schmidt,No,Null,Null,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fe67e224-0403-4631-8b24-b53b4c4ddb1a,landlord,1.0
423,Haoyu Wang,No,1.400,5.0,München,Yi-34B-Chat,Yi-34B-Chat,Haoyu Wang,fe67e224-0403-4631-8b24-b53b4c4ddb1a,renter,1.0
424,Peter Schmidt,Yes,935,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0a9b6b2a-2ae4-40cd-82d8-c6273b352a4c,landlord,1.0
425,Maryam Abbasi,Yes,935,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0a9b6b2a-2ae4-40cd-82d8-c6273b352a4c,renter,1.0
426,Peter Schmidt,Yes,900,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0e268ccf-8685-467d-bd25-ab2a25e45eff,landlord,1.0
427,Maryam Abbasi,Yes,900,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0e268ccf-8685-467d-bd25-ab2a25e45eff,renter,1.0
428,Peter Schmidt,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0fec315d-5b84-472a-b233-18822c6cd2a7,landlord,1.0
429,Maryam Abbasi,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,0fec315d-5b84-472a-b233-18822c6cd2a7,renter,1.0
430,Peter Schmidt,Yes,935,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,18406332-18ac-4ffa-a387-6b83745bf341,landlord,1.0
431,Maryam Abbasi,Yes,935,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,18406332-18ac-4ffa-a387-6b83745bf341,renter,1.0
432,Peter Schmidt,Yes,680,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,3333a343-d367-425f-ba77-0ca37c888f99,landlord,1.0
433,Maryam Abbasi,Yes,680,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,3333a343-d367-425f-ba77-0ca37c888f99,renter,1.0
434,Peter Schmidt,Yes,750,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,3bf611f8-d2a7-47a9-aa52-d6c66c3864c2,landlord,1.0
435,Maryam Abbasi,Yes,750,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,3bf611f8-d2a7-47a9-aa52-d6c66c3864c2,renter,1.0
436,Peter Schmidt,Yes,715,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,454f1c0e-cb46-45e8-b432-a60f54dcb2a0,landlord,1.0
437,Maryam Abbasi,Yes,715,9.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,454f1c0e-cb46-45e8-b432-a60f54dcb2a0,renter,1.0
438,Peter Schmidt,Yes,925,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,4a1d82a8-ddcc-43f0-b662-cd17b88e165e,landlord,1.0
439,Maryam Abbasi,Yes,925,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,4a1d82a8-ddcc-43f0-b662-cd17b88e165e,renter,1.0
440,Peter Schmidt,Yes,730,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5049b3ed-654e-4747-bc18-845824785896,landlord,1.0
441,Maryam Abbasi,Yes,730,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5049b3ed-654e-4747-bc18-845824785896,renter,1.0
442,Peter Schmidt,No,Null,1.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,57a39714-4ed3-4815-b5c5-51bf1c63a994,landlord,1.0
443,Maryam Abbasi,No,Null,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,57a39714-4ed3-4815-b5c5-51bf1c63a994,renter,1.0
444,Peter Schmidt,No,1000,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5b1dddd7-e60a-43ec-b4b6-e10baad52687,landlord,1.0
445,Maryam Abbasi,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5b1dddd7-e60a-43ec-b4b6-e10baad52687,renter,1.0
446,Peter Schmidt,No,Null,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5db84e5d-b8dc-40b3-b85b-2eec5a7b7399,landlord,1.0
447,Maryam Abbasi,No,1.200,5.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5db84e5d-b8dc-40b3-b85b-2eec5a7b7399,renter,1.0
448,Peter Schmidt,Yes,650,7.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5f32fbf4-c7ea-4113-a2b1-01976373efee,landlord,1.0
449,Maryam Abbasi,No,Null,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,5f32fbf4-c7ea-4113-a2b1-01976373efee,renter,1.0
450,Peter Schmidt,Yes,700,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,6135796c-2804-4d6c-bfff-2d30fd695a8c,landlord,1.0
451,Maryam Abbasi,Yes,700,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,6135796c-2804-4d6c-bfff-2d30fd695a8c,renter,1.0
452,Peter Schmidt,Yes,575,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,62b9b6dd-154e-4fd7-bdea-7a6537ec116a,landlord,1.0
453,Maryam Abbasi,Yes,575,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,62b9b6dd-154e-4fd7-bdea-7a6537ec116a,renter,1.0
454,Peter Schmidt,Yes,900,8.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,6f62ba95-fd1e-4d88-9afe-eb5b1a2fff3c,landlord,1.0
455,Maryam Abbasi,Yes,900,10.0,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,6f62ba95-fd1e-4d88-9afe-eb5b1a2fff3c,renter,1.0
456,Peter Schmidt,Yes,750,Null,Duisburg,Yi-34B-Chat,Yi-34B-Chat,Maryam Abbasi,718dd3d2-8709-413c-ab73-31eb827eea48,landlord,1.0
